Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781885565,100,,Aggregated,16.200000,0.200000,6300,9300,11000,12000,15000,17000,19000,20000,21000,21000,21000,357,3,6300,7256.291776746824,1079.3377002701163,20973.67489989847,168.44817927170868
1781885566,100,,Aggregated,18.800000,0.200000,5600,8900,11000,12000,15000,17000,19000,20000,21000,21000,21000,385,4,5600,6836.983429863081,1079.3377002701163,20973.67489989847,171.93506493506493
1781885567,100,,Aggregated,21.400000,0.300000,4400,8700,10000,12000,14000,17000,18000,20000,21000,21000,21000,406,6,4300,6581.162842359908,1079.3377002701163,20973.67489989847,172.2783251231527
1781885568,100,,Aggregated,25.200000,0.300000,3100,8000,9800,11000,14000,16000,18000,20000,21000,21000,21000,445,7,3100,6174.004972357763,1079.3377002701163,20973.67489989847,176.9752808988764
1781885569,100,,Aggregated,25.600000,0.400000,2800,7300,9300,11000,14000,16000,18000,20000,21000,21000,21000,482,8,2800,5817.498244194476,795.9736995398998,20973.67489989847,180.23236514522821
1781885570,100,,Aggregated,27.300000,0.700000,2600,6300,8800,10000,14000,16000,18000,19000,21000,21000,21000,525,8,2600,5488.487309334533,757.6352003961802,20973.67489989847,183.03619047619048
1781885571,100,,Aggregated,29.700000,0.700000,2400,5600,8500,9800,13000,16000,18000,19000,21000,21000,21000,564,8,2400,5216.555695736398,757.6352003961802,20973.67489989847,185.97340425531914
1781885572,100,,Aggregated,31.000000,0.700000,2300,4300,8000,9500,13000,16000,18000,19000,21000,21000,21000,600,10,2300,4985.181745827819,757.6352003961802,20973.67489989847,187.315
1781885573,100,,Aggregated,33.800000,0.700000,2200,3600,7300,9000,13000,16000,17000,19000,21000,21000,21000,642,10,2200,4748.370041428105,757.6352003961802,20973.67489989847,189.92834890965733
1781885574,100,,Aggregated,35.200000,0.700000,2200,3100,7100,8700,13000,15000,17000,19000,21000,21000,21000,672,10,2200,4606.333481096607,757.6352003961802,20973.67489989847,190.33630952380952
1781885575,100,,Aggregated,35.100000,0.800000,2100,3000,6300,8500,12000,15000,17000,19000,21000,21000,21000,718,10,2100,4404.024825755683,757.6352003961802,20973.67489989847,193.09470752089138
1781885576,100,,Aggregated,35.200000,0.800000,2100,2900,5900,8000,12000,15000,17000,19000,21000,21000,21000,752,10,2000,4270.211567011156,757.6352003961802,20973.67489989847,193.88962765957447
1781885577,100,,Aggregated,36.000000,0.700000,2000,2600,5100,7600,12000,14000,17000,19000,21000,21000,21000,786,11,2000,4149.615484337221,757.6352003961802,20973.67489989847,194.63358778625954
1781885578,100,,Aggregated,35.800000,0.700000,1900,2500,4200,7300,12000,14000,17000,18000,21000,21000,21000,822,12,1900,4035.391253759119,757.6352003961802,20973.67489989847,195.68126520681264
1781885579,100,,Aggregated,37.400000,0.600000,1900,2400,4000,7100,11000,14000,17000,18000,21000,21000,21000,844,13,1900,3979.6299858888283,757.6352003961802,20973.67489989847,195.30331753554503
1781885580,100,,Aggregated,37.400000,0.400000,1900,2400,3500,6400,11000,14000,17000,18000,21000,21000,21000,884,14,1900,3884.2546374355843,757.6352003961802,20973.67489989847,196.49773755656108
1781885581,100,,Aggregated,36.500000,0.400000,1900,2400,3100,6100,11000,14000,17000,18000,21000,21000,21000,909,14,1900,3836.1620651178955,757.6352003961802,20973.67489989847,196.28822882288227
1781885582,100,,Aggregated,35.500000,0.500000,1900,2300,3100,5900,11000,14000,17000,18000,21000,21000,21000,946,14,1900,3760.1778811783024,757.6352003961802,20973.67489989847,197.37949260042282
1781885583,100,,Aggregated,35.100000,0.600000,1900,2300,3000,5100,11000,14000,17000,18000,21000,21000,21000,985,14,1900,3681.5433921765175,757.6352003961802,20973.67489989847,197.91167512690356
1781885584,100,,Aggregated,34.300000,0.600000,1900,2300,2900,4700,10000,14000,17000,18000,21000,21000,21000,1010,15,1900,3634.6408136557825,757.6352003961802,20973.67489989847,197.8910891089109
1781885585,100,,Aggregated,33.700000,0.400000,1900,2300,2900,4100,10000,14000,17000,18000,21000,21000,21000,1045,16,1900,3576.916848607005,757.6352003961802,20973.67489989847,198.5531100478469
1781885586,100,,Aggregated,34.000000,0.400000,1900,2300,2800,3900,9900,14000,16000,18000,21000,21000,21000,1064,16,1900,3546.3538266853184,757.6352003961802,20973.67489989847,198.39473684210526
1781885587,100,,Aggregated,33.400000,0.500000,1900,2300,2700,3500,9800,13000,16000,18000,21000,21000,21000,1102,17,1900,3491.807415783946,757.6352003961802,20973.67489989847,198.62704174228676
1781885588,100,,Aggregated,32.000000,0.600000,1900,2300,2600,3100,9700,13000,16000,18000,21000,21000,21000,1148,18,1900,3425.2375531316984,757.6352003961802,20973.67489989847,200.0322299651568
1781885589,100,,Aggregated,31.000000,0.600000,1900,2300,2600,3100,9600,13000,16000,18000,21000,21000,21000,1173,18,1900,3381.7509438990214,757.6352003961802,20973.67489989847,200.12020460358056
1781885590,100,,Aggregated,31.400000,0.600000,1800,2200,2500,3100,9500,13000,16000,18000,21000,21000,21000,1200,19,1800,3344.333939493323,757.6352003961802,20973.67489989847,199.98083333333332
1781885591,100,,Aggregated,32.900000,0.600000,1900,2200,2500,3000,9200,13000,16000,17000,21000,21000,21000,1232,21,1900,3309.5144930132365,757.6352003961802,20973.67489989847,199.90746753246754
1781885592,100,,Aggregated,32.700000,0.500000,1900,2200,2500,3000,9000,13000,16000,17000,21000,21000,21000,1271,21,1900,3267.9278158848733,757.6352003961802,20973.67489989847,200.5428796223446
1781885593,100,,Aggregated,31.700000,0.600000,1900,2200,2400,2900,8900,13000,16000,17000,21000,21000,21000,1306,21,1900,3226.1343329173624,757.6352003961802,20973.67489989847,201.13705972434917
1781885594,100,,Aggregated,32.000000,0.700000,1900,2200,2400,2900,8800,13000,16000,17000,21000,21000,21000,1326,21,1900,3206.934832948152,757.6352003961802,20973.67489989847,200.4336349924585
1781885595,100,,Aggregated,32.700000,0.700000,1900,2200,2400,2800,8700,13000,16000,17000,21000,21000,21000,1356,21,1900,3178.0684966735466,757.6352003961802,20973.67489989847,200.96681415929203
1781885596,100,,Aggregated,32.100000,0.700000,1900,2200,2400,2800,8600,12000,16000,17000,21000,21000,21000,1396,22,1900,3142.6234385278876,757.6352003961802,20973.67489989847,201.4240687679083
1781885597,100,,Aggregated,31.500000,0.600000,1900,2200,2400,2700,8500,12000,16000,17000,21000,21000,21000,1427,23,1900,3114.8366383208354,757.6352003961802,20973.67489989847,201.552207428171
1781885598,100,,Aggregated,31.300000,0.600000,1900,2200,2400,2700,8400,12000,16000,17000,21000,21000,21000,1453,23,1900,3092.1939731487737,757.6352003961802,20973.67489989847,201.36751548520303
1781885599,100,,Aggregated,32.800000,0.600000,1900,2200,2400,2700,8300,12000,16000,17000,21000,21000,21000,1477,23,1900,3077.747053612394,757.6352003961802,20973.67489989847,201.12322274881515
1781885600,100,,Aggregated,32.100000,0.600000,1900,2200,2400,2600,8000,12000,16000,17000,21000,21000,21000,1518,24,1900,3054.2518598707306,757.6352003961802,20973.67489989847,201.69762845849803
1781885601,100,,Aggregated,30.300000,0.500000,1900,2200,2400,2600,7800,12000,16000,17000,21000,21000,21000,1559,24,1900,3019.9381086480703,757.6352003961802,20973.67489989847,202.35535599743426
1781885602,100,,Aggregated,30.200000,0.600000,1900,2200,2300,2600,7500,12000,16000,17000,21000,21000,21000,1588,24,1900,2992.106583867907,757.6352003961802,20973.67489989847,202.38350125944584
1781885603,100,,Aggregated,31.700000,0.400000,1900,2100,2300,2500,7300,12000,16000,17000,21000,21000,21000,1621,25,1900,2965.2120304023324,757.6352003961802,20973.67489989847,202.53670573719927
1781885604,100,,Aggregated,32.100000,0.300000,1900,2100,2300,2500,7200,12000,15000,17000,21000,21000,21000,1658,25,1900,2940.425818565833,757.6352003961802,20973.67489989847,202.7895054282268
1781885605,100,,Aggregated,31.100000,0.300000,1900,2100,2300,2500,7100,11000,15000,17000,21000,21000,21000,1683,26,1900,2926.161942471746,757.6352003961802,20973.67489989847,202.59120617944149
1781885606,100,,Aggregated,31.300000,0.400000,1900,2100,2300,2500,6700,11000,15000,17000,21000,21000,21000,1728,27,1900,2894.8447271287914,757.6352003961802,20973.67489989847,203.39178240740742
1781885607,100,,Aggregated,32.400000,0.400000,1800,2100,2300,2500,6400,11000,15000,17000,21000,21000,21000,1769,29,1800,2862.1987690638443,757.6352003961802,20973.67489989847,203.7320520067835
1781885608,100,,Aggregated,32.400000,0.400000,1800,2100,2300,2500,6200,11000,15000,17000,21000,21000,21000,1810,29,1800,2826.4009125273446,757.6352003961802,20973.67489989847,204.2524861878453
1781885609,100,,Aggregated,33.200000,0.500000,1800,2100,2300,2400,6100,11000,15000,17000,21000,21000,21000,1833,30,1800,2810.6371358289007,757.6352003961802,20973.67489989847,204.00054555373706
1781885610,100,,Aggregated,34.100000,0.600000,1800,2100,2300,2400,5900,11000,15000,17000,21000,21000,21000,1866,30,1800,2791.9939672409696,757.6352003961802,20973.67489989847,204.19989281886387
1781885611,100,,Aggregated,35.300000,0.600000,1800,2100,2300,2400,5900,11000,15000,17000,21000,21000,21000,1889,30,1800,2782.947129629111,757.6352003961802,20973.67489989847,203.9486500794071
1781885612,100,,Aggregated,35.300000,0.600000,1800,2100,2300,2400,5600,11000,15000,17000,21000,21000,21000,1921,30,1800,2772.439833298977,757.6352003961802,20973.67489989847,203.8209266007288
1781885614,100,,Aggregated,32.900000,0.600000,1800,2100,2300,2500,5100,11000,15000,17000,21000,21000,21000,1950,31,1800,2768.1812856246074,757.6352003961802,20973.67489989847,203.63333333333333
1781885615,100,,Aggregated,33.100000,0.600000,1800,2100,2300,2500,5100,11000,14000,17000,21000,21000,21000,1975,33,1800,2765.2822011482867,757.6352003961802,20973.67489989847,203.46075949367088
1781885616,100,,Aggregated,33.100000,0.600000,1900,2100,2300,2500,4700,10000,14000,17000,20000,21000,21000,2017,33,1900,2752.4857006290163,757.6352003961802,20973.67489989847,203.95637084779375
1781885617,100,,Aggregated,32.700000,0.600000,1900,2100,2300,2500,4300,10000,14000,17000,20000,21000,21000,2040,34,1900,2742.307995572485,757.6352003961802,20973.67489989847,203.8269607843137
1781885618,100,,Aggregated,33.100000,0.700000,1900,2100,2300,2500,4200,10000,14000,17000,20000,21000,21000,2066,35,1900,2731.625275880672,757.6352003961802,20973.67489989847,203.67521781219747
1781885619,100,,Aggregated,30.900000,0.700000,1900,2100,2300,2500,4100,10000,14000,17000,20000,21000,21000,2092,35,1900,2726.909289133858,757.6352003961802,20973.67489989847,203.42925430210326
1781885620,100,,Aggregated,29.400000,0.600000,1900,2200,2300,2500,3900,9900,14000,16000,20000,21000,21000,2132,36,1900,2717.664833616563,757.6352003961802,20973.67489989847,203.7720450281426
1781885621,100,,Aggregated,28.100000,0.600000,1900,2200,2300,2500,3700,9900,14000,16000,20000,21000,21000,2171,37,1900,2704.17242306394,757.6352003961802,20973.67489989847,204.16904652233993
1781885622,100,,Aggregated,29.700000,0.600000,1900,2200,2300,2500,3500,9800,14000,16000,20000,21000,21000,2214,38,1900,2678.2019983160176,757.6352003961802,20973.67489989847,204.46160794941284
1781885623,100,,Aggregated,30.300000,0.700000,1900,2100,2300,2500,3500,9800,14000,16000,20000,21000,21000,2241,39,1900,2664.2565343471633,757.6352003961802,20973.67489989847,204.41990182954038
1781885624,100,,Aggregated,32.100000,0.800000,1800,2100,2300,2400,3400,9700,14000,16000,20000,21000,21000,2295,40,1800,2631.2476849130685,757.6352003961802,20973.67489989847,205.16557734204792
1781885625,100,,Aggregated,31.600000,0.900000,1800,2100,2300,2400,3300,9700,14000,16000,20000,21000,21000,2316,40,1800,2620.5565770191265,757.6352003961802,20973.67489989847,204.9123488773748
1781885626,100,,Aggregated,34.100000,0.900000,1800,2100,2300,2400,3200,9600,14000,16000,20000,21000,21000,2348,41,1800,2608.6469689864834,757.6352003961802,20973.67489989847,204.8820272572402
1781885627,100,,Aggregated,33.800000,0.700000,1800,2100,2300,2400,3200,9500,14000,16000,20000,21000,21000,2381,41,1800,2596.8746099036684,757.6352003961802,20973.67489989847,205.02603947921043
1781885628,100,,Aggregated,32.600000,0.800000,1800,2100,2300,2400,3200,9300,14000,16000,20000,21000,21000,2416,41,1800,2587.58097685394,757.6352003961802,20973.67489989847,205.20322847682118
1781885629,100,,Aggregated,33.800000,0.700000,1800,2100,2300,2400,3200,9300,14000,16000,20000,21000,21000,2438,42,1800,2580.4713001548084,757.6352003961802,20973.67489989847,204.9864643150123
1781885630,100,,Aggregated,34.600000,0.600000,1800,2100,2300,2400,3100,9200,14000,16000,20000,21000,21000,2469,43,1800,2570.850859407476,757.6352003961802,20973.67489989847,205.01579586877278
1781885631,100,,Aggregated,34.200000,0.600000,1800,2100,2300,2400,3100,9100,14000,16000,20000,21000,21000,2500,44,1800,2565.323651391268,757.6352003961802,20973.67489989847,204.968
1781885632,100,,Aggregated,33.500000,0.700000,1800,2100,2300,2400,3100,9100,14000,16000,20000,21000,21000,2529,44,1800,2560.697020079017,757.6352003961802,20973.67489989847,204.95571372083828
1781885633,100,,Aggregated,32.600000,0.700000,1800,2100,2300,2400,3100,9000,14000,16000,20000,21000,21000,2560,46,1800,2556.3192084693583,757.6352003961802,20973.67489989847,204.840625
1781885634,100,,Aggregated,31.600000,0.600000,1900,2100,2300,2400,3100,9000,14000,16000,20000,21000,21000,2595,46,1900,2549.2012780278146,757.6352003961802,20973.67489989847,205.00809248554913
1781885635,100,,Aggregated,31.200000,0.700000,1800,2100,2300,2400,3100,8800,14000,16000,20000,21000,21000,2630,46,1800,2540.4867029210604,757.6352003961802,20973.67489989847,205.09847908745246
1781885636,100,,Aggregated,30.000000,0.600000,1800,2100,2300,2400,3100,8800,14000,16000,20000,21000,21000,2654,48,1800,2533.7417425714802,757.6352003961802,20973.67489989847,205.01130369253957
1781885637,100,,Aggregated,31.100000,0.600000,1900,2100,2300,2400,3000,8700,14000,16000,20000,21000,21000,2681,51,1900,2531.4502929810105,757.6352003961802,20973.67489989847,204.76762402088772
1781885638,100,,Aggregated,30.600000,0.600000,1900,2100,2300,2400,3000,8700,13000,16000,20000,21000,21000,2717,52,1900,2528.2341570041203,757.6352003961802,20973.67489989847,204.9503128450497
1781885639,100,,Aggregated,29.200000,0.900000,1900,2100,2300,2400,3000,8700,13000,16000,20000,21000,21000,2741,53,1900,2526.852382845437,757.6352003961802,20973.67489989847,204.79241152863918
1781885640,100,,Aggregated,29.300000,1.100000,1900,2100,2300,2400,3000,8700,13000,16000,20000,21000,21000,2780,53,1900,2517.1556552084794,757.6352003961802,20973.67489989847,205.15179856115108
1781885641,100,,Aggregated,29.700000,1.100000,1900,2100,2300,2400,3000,8500,13000,16000,20000,21000,21000,2827,54,1900,2500.2854039894532,757.6352003961802,20973.67489989847,205.49699327909445
1781885642,100,,Aggregated,30.800000,1.000000,1900,2100,2300,2400,3000,8500,13000,16000,20000,21000,21000,2852,55,1900,2490.8795446271097,757.6352003961802,20973.67489989847,205.35624123422159
1781885643,100,,Aggregated,32.300000,1.000000,1800,2100,2300,2400,3000,8500,13000,16000,20000,21000,21000,2900,55,1800,2475.2787915437384,757.6352003961802,20973.67489989847,205.63413793103447
1781885644,100,,Aggregated,31.700000,1.100000,1800,2100,2300,2400,3000,8300,13000,16000,20000,21000,21000,2925,56,1800,2466.6939616671357,757.6352003961802,20973.67489989847,205.62632478632477
1781885645,100,,Aggregated,33.500000,0.900000,1800,2100,2300,2400,3000,8300,13000,16000,20000,21000,21000,2950,57,1800,2463.3010932121238,757.6352003961802,20973.67489989847,205.424406779661
1781885646,100,,Aggregated,32.800000,0.900000,1800,2100,2300,2400,2900,8000,13000,16000,20000,21000,21000,2991,57,1800,2454.081567226645,757.6352003961802,20973.67489989847,205.78000668672684
1781885647,100,,Aggregated,31.400000,1.100000,1800,2100,2300,2400,2900,8000,13000,16000,20000,21000,21000,3035,58,1800,2442.3319182120863,757.6352003961802,20973.67489989847,205.9851729818781
1781885648,100,,Aggregated,33.400000,1.000000,1800,2100,2300,2400,2900,7900,13000,16000,20000,21000,21000,3068,58,1800,2429.396749568819,592.7146999165416,20973.67489989847,206.20958279009128
